run_id,ncbi_taxon_id,taxon_rank_level,relative_abundance,name,lineage,CDF,CDF1,CDF2,CDF3
SRR5950737,702446,strain,0.1464349999999999,Phocaeicola vulgatus PC510,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Phocaeicola__909656;s__Phocaeicola vulgatus__821;st__Phocaeicola vulgatus PC510__702446,0.9946606557652368,0.7217307598442749,0.7214669688489744,0.7221474489558118
SRR5950737,821,species,0.1464349999999999,Phocaeicola vulgatus,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Phocaeicola__909656;s__Phocaeicola vulgatus__821,0.9493349212164685,0.2229460192163249,0.2219100297761354,0.2219901795960301
SRR5950737,909656,genus,0.1777489999999998,Phocaeicola,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Phocaeicola__909656,0.8502760671384094,0.1114700632962012,0.110921972599184,0.1099928418921963
SRR5950737,815,family,0.5908339999999994,Bacteroidaceae,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815,0.8882658553974387,0.0557845811797762,0.0553431714644679,0.0552025923630245
SRR5950737,171549,order,0.6169089999999994,Bacteroidales,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549,0.6323311269950469,0.0253927831984362,0.0252059723216987,0.0251188490900143
SRR5950737,200643,class,0.6169089999999994,Bacteroidia,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643,0.6323311269950469,0.0253927831984362,0.0252059723216987,0.0252925909650869
SRR5950737,976,phylum,0.6169089999999994,Bacteroidota,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976,0.6323311269950469,0.0247806303251816,0.0245934945656518,0.0246801196254866
SRR5950737,68336,clade,0.6169089999999994,Bacteroidota/Chlorobiota group,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336,0.6323311269950469,0.0247806303251816,0.0245934945656518,0.0246801196254866
SRR5950737,1783270,clade,0.6169089999999994,FCB group,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270,0.6323311269950469,0.0247806303251816,0.0245934945656518,0.0246801196254866
SRR5950737,2,superkingdom,0.9980019999999984,Bacteria,n__cellular organisms__131567;sk__Bacteria__2,0.7423964822278567,0.0002040399918384,0.0002040399918384,0.0002040399918384
SRR5950737,131567,no rank,0.9980019999999984,cellular organisms,n__cellular organisms__131567,0.6808354708683929,0.0002040399918384,0.0002040399918384,0.0002040399918384
SRR5950737,671267,species,0.0073939999999999,Phocaeicola sartorii,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Phocaeicola__909656;s__Phocaeicola sartorii__671267,0.9803957493586408,0.9786619982385848,0.9782302168329746,0.9792471099576858
SRR5950737,483217,strain,0.02392,Phocaeicola dorei DSM 17855,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Phocaeicola__909656;s__Phocaeicola dorei__357276;st__Phocaeicola dorei DSM 17855__483217,0.979689242376612,0.9156909722418392,0.9150557708510912,0.9165872044922464
SRR5950737,357276,species,0.02392,Phocaeicola dorei,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Phocaeicola__909656;s__Phocaeicola dorei__357276,0.7606707110187557,0.3979454029806198,0.3949597800375246,0.3932903927152173
SRR5950737,2292933,species,0.1648049999999999,Bacteroides sp. AF36-11BH,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Bacteroides__816;n__unclassified Bacteroides__2646097;s__Bacteroides sp. AF36-11BH__2292933,0.9998951939601812,0.9858787319049768,0.9858738592533266,0.9858930121994444
SRR5950737,2646097,no rank,0.1648049999999999,unclassified Bacteroides,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Bacteroides__816;n__unclassified Bacteroides__2646097,0.949976354765374,0.1128864729995987,0.1118774097955387,0.111049865814482
SRR5950737,816,genus,0.4130849999999996,Bacteroides,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Bacteroides__816,0.88295468425544,0.0604549513137573,0.0596417309652195,0.0593605508760997
SRR5950737,820,species,0.0826789999999999,Bacteroides uniformis,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Bacteroides__816;s__Bacteroides uniformis__820,0.8679919384389011,0.2983327996742986,0.2966165000869347,0.2954789301506573
SRR5950737,997886,strain,0.102764,Bacteroides ovatus CL03T12C18,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Bacteroides__816;s__Bacteroides ovatus__28116;st__Bacteroides ovatus CL03T12C18__997886,0.9927868520149,0.8871693803095995,0.8866300382727161,0.8876156965762433
SRR5950737,28116,species,0.102764,Bacteroides ovatus,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Bacteroides__816;s__Bacteroides ovatus__28116,0.976843697915953,0.5654928274425974,0.5638792261292962,0.5679423600077134
