run_id,ncbi_taxon_id,taxon_rank_level,relative_abundance,name,lineage,CDF
ERR262943,1440766,strain,0.0017885753621489362,Xanthomonas pisi DSM 18956,n__cellular organisms__131567;sk__Bacteria__2;k__Pseudomonadati__3379134;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Lysobacterales__135614;f__Lysobacteraceae__32033;g__Xanthomonas__338;s__Xanthomonas pisi__56457;st__Xanthomonas pisi DSM 18956__1440766,1.0
ERR262943,1239,phylum,0.07833040742459875,Bacillota,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239,0.04295688155902301
ERR262943,2,superkingdom,1.0926671226243718,Bacteria,n__cellular organisms__131567;sk__Bacteria__2,1.0
ERR262943,1783272,kingdom,0.09673375871737844,Bacillati,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272,0.04460837966652581
ERR262943,39485,species,0.0017150140444385743,Lachnospira eligens,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Lachnospira__28050;s__Lachnospira eligens__39485,0.528411968987419
ERR262943,32033,family,0.0017885753621489362,Lysobacteraceae,n__cellular organisms__131567;sk__Bacteria__2;k__Pseudomonadati__3379134;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Lysobacterales__135614;f__Lysobacteraceae__32033,0.9988977654520983
ERR262943,28025,species,1.8845813290218235e-05,Bifidobacterium animalis,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Bifidobacteriales__85004;f__Bifidobacteriaceae__31953;g__Bifidobacterium__1678;s__Bifidobacterium animalis__28025,0.9364142122135332
ERR262943,218538,species,0.0026713400086773482,Dialister invisus,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Negativicutes__909932;o__Veillonellales__1843489;f__Veillonellaceae__31977;g__Dialister__39948;s__Dialister invisus__218538,0.7549978302309454
ERR262943,135614,order,0.0017885753621489362,Lysobacterales,n__cellular organisms__131567;sk__Bacteria__2;k__Pseudomonadati__3379134;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Lysobacterales__135614,0.9988977654520983
ERR262943,338,genus,0.0017885753621489362,Xanthomonas,n__cellular organisms__131567;sk__Bacteria__2;k__Pseudomonadati__3379134;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Lysobacterales__135614;f__Lysobacteraceae__32033;g__Xanthomonas__338,0.9995098854276134
